city_state_id,city,state,city_state
292,Ashburn,Virginia,Ashburn Virginia
293,Fairfax,Virginia,Fairfax Virginia
294,Hampton,Virginia,Hampton Virginia
295,Herndon,Virginia,Herndon Virginia
296,Lynchburg,Virginia,Lynchburg Virginia
297,Norfolk,Virginia,Norfolk Virginia
298,Richmond,Virginia,Richmond Virginia
299,Roanoke,Virginia,Roanoke Virginia
300,Virginia Beach,Virginia,Virginia Beach Virginia
301,Bellevue,Washington,Bellevue Washington
302,Seattle,Washington,Seattle Washington
303,Spokane,Washington,Spokane Washington
304,Tacoma,Washington,Tacoma Washington
305,Charleston,West Virginia,Charleston West Virginia
306,Huntington,West Virginia,Huntington West Virginia
307,Morgantown,West Virginia,Morgantown West Virginia
308,Green Bay,Wisconsin,Green Bay Wisconsin
309,Madison,Wisconsin,Madison Wisconsin
310,Milwaukee,Wisconsin,Milwaukee Wisconsin
